epoch,total_loss,pde_loss,energy_loss,boundary_loss,validation_loss
94,5.5411966324e+01,0.0000000000e+00,5.5411966324e+01,0.0000000000e+00,5.4534221649e+01
95,5.6505381902e+01,0.0000000000e+00,5.6505381902e+01,0.0000000000e+00,5.4534221649e+01
96,5.5023256938e+01,0.0000000000e+00,5.5023256938e+01,0.0000000000e+00,5.4534221649e+01
97,5.4989304225e+01,0.0000000000e+00,5.4989304225e+01,0.0000000000e+00,5.4534221649e+01
98,5.3427525838e+01,0.0000000000e+00,5.3427525838e+01,0.0000000000e+00,5.4534221649e+01
99,5.3979227702e+01,0.0000000000e+00,5.3979227702e+01,0.0000000000e+00,5.4534221649e+01
100,5.4649094899e+01,0.0000000000e+00,5.4649094899e+01,0.0000000000e+00,5.4223705292e+01
101,5.4663292567e+01,0.0000000000e+00,5.4663292567e+01,0.0000000000e+00,5.4223705292e+01
102,5.2910359065e+01,0.0000000000e+00,5.2910359065e+01,0.0000000000e+00,5.4223705292e+01
103,5.4455220540e+01,0.0000000000e+00,5.4455220540e+01,0.0000000000e+00,5.4223705292e+01
104,5.3040853500e+01,0.0000000000e+00,5.3040853500e+01,0.0000000000e+00,5.4223705292e+01
105,5.2649709066e+01,0.0000000000e+00,5.2649709066e+01,0.0000000000e+00,5.4223705292e+01
106,5.2583438238e+01,0.0000000000e+00,5.2583438238e+01,0.0000000000e+00,5.4223705292e+01
107,5.2273888270e+01,0.0000000000e+00,5.2273888270e+01,0.0000000000e+00,5.4223705292e+01
108,5.3177357356e+01,0.0000000000e+00,5.3177357356e+01,0.0000000000e+00,5.4223705292e+01
109,5.2616702398e+01,0.0000000000e+00,5.2616702398e+01,0.0000000000e+00,5.4223705292e+01
110,5.2556491852e+01,0.0000000000e+00,5.2556491852e+01,0.0000000000e+00,5.0679981232e+01
111,5.0946004868e+01,0.0000000000e+00,5.0946004868e+01,0.0000000000e+00,5.0679981232e+01
112,5.0695427577e+01,0.0000000000e+00,5.0695427577e+01,0.0000000000e+00,5.0679981232e+01
113,5.2006424586e+01,0.0000000000e+00,5.2006424586e+01,0.0000000000e+00,5.0679981232e+01
114,5.1505120595e+01,0.0000000000e+00,5.1505120595e+01,0.0000000000e+00,5.0679981232e+01
115,5.3159325918e+01,0.0000000000e+00,5.3159325918e+01,0.0000000000e+00,5.0679981232e+01
116,5.1526254654e+01,0.0000000000e+00,5.1526254654e+01,0.0000000000e+00,5.0679981232e+01
117,5.0473450343e+01,0.0000000000e+00,5.0473450343e+01,0.0000000000e+00,5.0679981232e+01
118,5.0340311050e+01,0.0000000000e+00,5.0340311050e+01,0.0000000000e+00,5.0679981232e+01
119,5.0374536514e+01,0.0000000000e+00,5.0374536514e+01,0.0000000000e+00,5.0679981232e+01
120,5.0597475052e+01,0.0000000000e+00,5.0597475052e+01,0.0000000000e+00,5.0126255035e+01
121,5.0017804464e+01,0.0000000000e+00,5.0017804464e+01,0.0000000000e+00,5.0126255035e+01
122,5.2918243408e+01,0.0000000000e+00,5.2918243408e+01,0.0000000000e+00,5.0126255035e+01
123,4.8741170247e+01,0.0000000000e+00,4.8741170247e+01,0.0000000000e+00,5.0126255035e+01
124,4.9500825246e+01,0.0000000000e+00,4.9500825246e+01,0.0000000000e+00,5.0126255035e+01
125,5.0093228022e+01,0.0000000000e+00,5.0093228022e+01,0.0000000000e+00,5.0126255035e+01
126,4.7905911764e+01,0.0000000000e+00,4.7905911764e+01,0.0000000000e+00,5.0126255035e+01
127,4.9449426651e+01,0.0000000000e+00,4.9449426651e+01,0.0000000000e+00,5.0126255035e+01
128,4.8657067617e+01,0.0000000000e+00,4.8657067617e+01,0.0000000000e+00,5.0126255035e+01
129,4.7306406021e+01,0.0000000000e+00,4.7306406021e+01,0.0000000000e+00,5.0126255035e+01
130,4.8176343918e+01,0.0000000000e+00,4.8176343918e+01,0.0000000000e+00,4.7731082916e+01
131,5.0464456558e+01,0.0000000000e+00,5.0464456558e+01,0.0000000000e+00,4.7731082916e+01
132,4.7051856995e+01,0.0000000000e+00,4.7051856995e+01,0.0000000000e+00,4.7731082916e+01
133,4.9049135844e+01,0.0000000000e+00,4.9049135844e+01,0.0000000000e+00,4.7731082916e+01
134,4.7968076706e+01,0.0000000000e+00,4.7968076706e+01,0.0000000000e+00,4.7731082916e+01
135,4.9277900696e+01,0.0000000000e+00,4.9277900696e+01,0.0000000000e+00,4.7731082916e+01
136,4.6744676590e+01,0.0000000000e+00,4.6744676590e+01,0.0000000000e+00,4.7731082916e+01
137,4.9023287455e+01,0.0000000000e+00,4.9023287455e+01,0.0000000000e+00,4.7731082916e+01
138,4.9298604965e+01,0.0000000000e+00,4.9298604965e+01,0.0000000000e+00,4.7731082916e+01
139,4.8444645564e+01,0.0000000000e+00,4.8444645564e+01,0.0000000000e+00,4.7731082916e+01
140,4.6165325801e+01,0.0000000000e+00,4.6165325801e+01,0.0000000000e+00,4.6227504730e+01
141,4.8289570491e+01,0.0000000000e+00,4.8289570491e+01,0.0000000000e+00,4.6227504730e+01
142,4.4530707041e+01,0.0000000000e+00,4.4530707041e+01,0.0000000000e+00,4.6227504730e+01
143,4.7847571055e+01,0.0000000000e+00,4.7847571055e+01,0.0000000000e+00,4.6227504730e+01
144,4.6473346074e+01,0.0000000000e+00,4.6473346074e+01,0.0000000000e+00,4.6227504730e+01
145,4.5734116872e+01,0.0000000000e+00,4.5734116872e+01,0.0000000000e+00,4.6227504730e+01
146,4.5932134628e+01,0.0000000000e+00,4.5932134628e+01,0.0000000000e+00,4.6227504730e+01
147,4.5090311050e+01,0.0000000000e+00,4.5090311050e+01,0.0000000000e+00,4.6227504730e+01
148,4.7017518361e+01,0.0000000000e+00,4.7017518361e+01,0.0000000000e+00,4.6227504730e+01
149,4.6679507573e+01,0.0000000000e+00,4.6679507573e+01,0.0000000000e+00,4.6227504730e+01
150,4.5069082260e+01,0.0000000000e+00,4.5069082260e+01,0.0000000000e+00,4.4957000732e+01
151,4.4120778402e+01,0.0000000000e+00,4.4120778402e+01,0.0000000000e+00,4.4957000732e+01
152,4.7517033259e+01,0.0000000000e+00,4.7517033259e+01,0.0000000000e+00,4.4957000732e+01
153,4.4506556829e+01,0.0000000000e+00,4.4506556829e+01,0.0000000000e+00,4.4957000732e+01
154,4.6348574320e+01,0.0000000000e+00,4.6348574320e+01,0.0000000000e+00,4.4957000732e+01
155,4.3968972524e+01,0.0000000000e+00,4.3968972524e+01,0.0000000000e+00,4.4957000732e+01
156,4.3727119446e+01,0.0000000000e+00,4.3727119446e+01,0.0000000000e+00,4.4957000732e+01
157,4.4312874476e+01,0.0000000000e+00,4.4312874476e+01,0.0000000000e+00,4.4957000732e+01
158,4.3351434072e+01,0.0000000000e+00,4.3351434072e+01,0.0000000000e+00,4.4957000732e+01
159,4.5984664281e+01,0.0000000000e+00,4.5984664281e+01,0.0000000000e+00,4.4957000732e+01
160,4.3362181346e+01,0.0000000000e+00,4.3362181346e+01,0.0000000000e+00,4.3442626953e+01
161,4.3826747259e+01,0.0000000000e+00,4.3826747259e+01,0.0000000000e+00,4.3442626953e+01
162,4.3459477743e+01,0.0000000000e+00,4.3459477743e+01,0.0000000000e+00,4.3442626953e+01
163,4.3291405996e+01,0.0000000000e+00,4.3291405996e+01,0.0000000000e+00,4.3442626953e+01
164,4.4501768748e+01,0.0000000000e+00,4.4501768748e+01,0.0000000000e+00,4.3442626953e+01
165,4.3926616669e+01,0.0000000000e+00,4.3926616669e+01,0.0000000000e+00,4.3442626953e+01
166,4.2149429957e+01,0.0000000000e+00,4.2149429957e+01,0.0000000000e+00,4.3442626953e+01
167,4.3285395940e+01,0.0000000000e+00,4.3285395940e+01,0.0000000000e+00,4.3442626953e+01
168,4.1762502035e+01,0.0000000000e+00,4.1762502035e+01,0.0000000000e+00,4.3442626953e+01
169,4.2045413335e+01,0.0000000000e+00,4.2045413335e+01,0.0000000000e+00,4.3442626953e+01
170,4.0810033162e+01,0.0000000000e+00,4.0810033162e+01,0.0000000000e+00,4.2361568451e+01
171,4.1800742467e+01,0.0000000000e+00,4.1800742467e+01,0.0000000000e+00,4.2361568451e+01
172,4.1155796051e+01,0.0000000000e+00,4.1155796051e+01,0.0000000000e+00,4.2361568451e+01
173,4.0527187347e+01,0.0000000000e+00,4.0527187347e+01,0.0000000000e+00,4.2361568451e+01
174,4.1733882268e+01,0.0000000000e+00,4.1733882268e+01,0.0000000000e+00,4.2361568451e+01
175,4.1168354670e+01,0.0000000000e+00,4.1168354670e+01,0.0000000000e+00,4.2361568451e+01
176,4.1330798467e+01,0.0000000000e+00,4.1330798467e+01,0.0000000000e+00,4.2361568451e+01
177,3.9861234665e+01,0.0000000000e+00,3.9861234665e+01,0.0000000000e+00,4.2361568451e+01
178,4.0559610367e+01,0.0000000000e+00,4.0559610367e+01,0.0000000000e+00,4.2361568451e+01
179,4.0460470200e+01,0.0000000000e+00,4.0460470200e+01,0.0000000000e+00,4.2361568451e+01
180,4.0539481481e+01,0.0000000000e+00,4.0539481481e+01,0.0000000000e+00,4.0129138947e+01
181,3.9768460592e+01,0.0000000000e+00,3.9768460592e+01,0.0000000000e+00,4.0129138947e+01
182,3.9096419017e+01,0.0000000000e+00,3.9096419017e+01,0.0000000000e+00,4.0129138947e+01
183,4.0160434723e+01,0.0000000000e+00,4.0160434723e+01,0.0000000000e+00,4.0129138947e+01
184,3.8538763682e+01,0.0000000000e+00,3.8538763682e+01,0.0000000000e+00,4.0129138947e+01
185,3.8908599854e+01,0.0000000000e+00,3.8908599854e+01,0.0000000000e+00,4.0129138947e+01
186,3.8880400976e+01,0.0000000000e+00,3.8880400976e+01,0.0000000000e+00,4.0129138947e+01
187,3.9217278798e+01,0.0000000000e+00,3.9217278798e+01,0.0000000000e+00,4.0129138947e+01
188,3.9357331594e+01,0.0000000000e+00,3.9357331594e+01,0.0000000000e+00,4.0129138947e+01
189,3.8958415349e+01,0.0000000000e+00,3.8958415349e+01,0.0000000000e+00,4.0129138947e+01
190,3.9076189677e+01,0.0000000000e+00,3.9076189677e+01,0.0000000000e+00,3.7415302277e+01
191,3.8937782923e+01,0.0000000000e+00,3.8937782923e+01,0.0000000000e+00,3.7415302277e+01
192,3.9551876068e+01,0.0000000000e+00,3.9551876068e+01,0.0000000000e+00,3.7415302277e+01
193,3.8495787303e+01,0.0000000000e+00,3.8495787303e+01,0.0000000000e+00,3.7415302277e+01
194,3.7397695541e+01,0.0000000000e+00,3.7397695541e+01,0.0000000000e+00,3.7415302277e+01
195,3.6842912674e+01,0.0000000000e+00,3.6842912674e+01,0.0000000000e+00,3.7415302277e+01
196,3.7258558909e+01,0.0000000000e+00,3.7258558909e+01,0.0000000000e+00,3.7415302277e+01
197,3.7507839839e+01,0.0000000000e+00,3.7507839839e+01,0.0000000000e+00,3.7415302277e+01
198,3.6871632894e+01,0.0000000000e+00,3.6871632894e+01,0.0000000000e+00,3.7415302277e+01
199,3.7100237528e+01,0.0000000000e+00,3.7100237528e+01,0.0000000000e+00,3.7415302277e+01
200,3.7108169556e+01,0.0000000000e+00,3.7108169556e+01,0.0000000000e+00,3.5598220825e+01
201,3.6444543839e+01,0.0000000000e+00,3.6444543839e+01,0.0000000000e+00,3.5598220825e+01
202,3.4730674108e+01,0.0000000000e+00,3.4730674108e+01,0.0000000000e+00,3.5598220825e+01
203,3.7482744853e+01,0.0000000000e+00,3.7482744853e+01,0.0000000000e+00,3.5598220825e+01
204,3.6971677780e+01,0.0000000000e+00,3.6971677780e+01,0.0000000000e+00,3.5598220825e+01
205,3.4947367350e+01,0.0000000000e+00,3.4947367350e+01,0.0000000000e+00,3.5598220825e+01
206,3.4449422201e+01,0.0000000000e+00,3.4449422201e+01,0.0000000000e+00,3.5598220825e+01
207,3.5246822357e+01,0.0000000000e+00,3.5246822357e+01,0.0000000000e+00,3.5598220825e+01
208,3.5948464394e+01,0.0000000000e+00,3.5948464394e+01,0.0000000000e+00,3.5598220825e+01
209,3.4492568970e+01,0.0000000000e+00,3.4492568970e+01,0.0000000000e+00,3.5598220825e+01
210,3.6121968587e+01,0.0000000000e+00,3.6121968587e+01,0.0000000000e+00,3.5244327545e+01
211,3.4105445226e+01,0.0000000000e+00,3.4105445226e+01,0.0000000000e+00,3.5244327545e+01
212,3.5110773087e+01,0.0000000000e+00,3.5110773087e+01,0.0000000000e+00,3.5244327545e+01
213,3.4576978683e+01,0.0000000000e+00,3.4576978683e+01,0.0000000000e+00,3.5244327545e+01
214,3.5334589005e+01,0.0000000000e+00,3.5334589005e+01,0.0000000000e+00,3.5244327545e+01
215,3.5250511805e+01,0.0000000000e+00,3.5250511805e+01,0.0000000000e+00,3.5244327545e+01
216,3.3900382360e+01,0.0000000000e+00,3.3900382360e+01,0.0000000000e+00,3.5244327545e+01
217,3.2723007520e+01,0.0000000000e+00,3.2723007520e+01,0.0000000000e+00,3.5244327545e+01
218,3.3609418233e+01,0.0000000000e+00,3.3609418233e+01,0.0000000000e+00,3.5244327545e+01
219,3.3443292300e+01,0.0000000000e+00,3.3443292300e+01,0.0000000000e+00,3.5244327545e+01
220,3.5171202342e+01,0.0000000000e+00,3.5171202342e+01,0.0000000000e+00,3.3342391968e+01
221,3.2156027794e+01,0.0000000000e+00,3.2156027794e+01,0.0000000000e+00,3.3342391968e+01
222,3.2519264539e+01,0.0000000000e+00,3.2519264539e+01,0.0000000000e+00,3.3342391968e+01
223,3.2681800524e+01,0.0000000000e+00,3.2681800524e+01,0.0000000000e+00,3.3342391968e+01
224,3.2357786814e+01,0.0000000000e+00,3.2357786814e+01,0.0000000000e+00,3.3342391968e+01
225,3.2237605731e+01,0.0000000000e+00,3.2237605731e+01,0.0000000000e+00,3.3342391968e+01
226,3.3358841896e+01,0.0000000000e+00,3.3358841896e+01,0.0000000000e+00,3.3342391968e+01
227,3.0202768644e+01,0.0000000000e+00,3.0202768644e+01,0.0000000000e+00,3.3342391968e+01
228,3.2674511909e+01,0.0000000000e+00,3.2674511909e+01,0.0000000000e+00,3.3342391968e+01
229,3.1258601189e+01,0.0000000000e+00,3.1258601189e+01,0.0000000000e+00,3.3342391968e+01
230,3.1268254280e+01,0.0000000000e+00,3.1268254280e+01,0.0000000000e+00,3.1388586044e+01
231,3.1713901520e+01,0.0000000000e+00,3.1713901520e+01,0.0000000000e+00,3.1388586044e+01
232,3.1763007800e+01,0.0000000000e+00,3.1763007800e+01,0.0000000000e+00,3.1388586044e+01
233,3.2011464437e+01,0.0000000000e+00,3.2011464437e+01,0.0000000000e+00,3.1388586044e+01
234,3.1270294825e+01,0.0000000000e+00,3.1270294825e+01,0.0000000000e+00,3.1388586044e+01
235,3.1352553368e+01,0.0000000000e+00,3.1352553368e+01,0.0000000000e+00,3.1388586044e+01
236,3.0822385470e+01,0.0000000000e+00,3.0822385470e+01,0.0000000000e+00,3.1388586044e+01
237,2.9139753977e+01,0.0000000000e+00,2.9139753977e+01,0.0000000000e+00,3.1388586044e+01
238,3.0191632271e+01,0.0000000000e+00,3.0191632271e+01,0.0000000000e+00,3.1388586044e+01
239,3.2277758916e+01,0.0000000000e+00,3.2277758916e+01,0.0000000000e+00,3.1388586044e+01
240,2.9155310631e+01,0.0000000000e+00,2.9155310631e+01,0.0000000000e+00,2.9278310776e+01
241,2.8713084857e+01,0.0000000000e+00,2.8713084857e+01,0.0000000000e+00,2.9278310776e+01
242,3.0374073664e+01,0.0000000000e+00,3.0374073664e+01,0.0000000000e+00,2.9278310776e+01
243,3.1034309387e+01,0.0000000000e+00,3.1034309387e+01,0.0000000000e+00,2.9278310776e+01
244,2.9612351418e+01,0.0000000000e+00,2.9612351418e+01,0.0000000000e+00,2.9278310776e+01
245,2.9800076485e+01,0.0000000000e+00,2.9800076485e+01,0.0000000000e+00,2.9278310776e+01
246,2.8985398610e+01,0.0000000000e+00,2.8985398610e+01,0.0000000000e+00,2.9278310776e+01
247,2.9095057805e+01,0.0000000000e+00,2.9095057805e+01,0.0000000000e+00,2.9278310776e+01
248,2.9544363658e+01,0.0000000000e+00,2.9544363658e+01,0.0000000000e+00,2.9278310776e+01
249,2.8371719360e+01,0.0000000000e+00,2.8371719360e+01,0.0000000000e+00,2.9278310776e+01
250,2.8682966232e+01,0.0000000000e+00,2.8682966232e+01,0.0000000000e+00,2.9271591187e+01
251,2.8443445524e+01,0.0000000000e+00,2.8443445524e+01,0.0000000000e+00,2.9271591187e+01
252,2.8225695610e+01,0.0000000000e+00,2.8225695610e+01,0.0000000000e+00,2.9271591187e+01
253,2.7789594968e+01,0.0000000000e+00,2.7789594968e+01,0.0000000000e+00,2.9271591187e+01
254,2.7237794876e+01,0.0000000000e+00,2.7237794876e+01,0.0000000000e+00,2.9271591187e+01
255,2.7983697891e+01,0.0000000000e+00,2.7983697891e+01,0.0000000000e+00,2.9271591187e+01
256,2.7875564893e+01,0.0000000000e+00,2.7875564893e+01,0.0000000000e+00,2.9271591187e+01
257,2.7175833702e+01,0.0000000000e+00,2.7175833702e+01,0.0000000000e+00,2.9271591187e+01
258,2.8271558762e+01,0.0000000000e+00,2.8271558762e+01,0.0000000000e+00,2.9271591187e+01
259,2.6668981870e+01,0.0000000000e+00,2.6668981870e+01,0.0000000000e+00,2.9271591187e+01
260,2.7558108330e+01,0.0000000000e+00,2.7558108330e+01,0.0000000000e+00,2.6482316971e+01
261,2.7766324679e+01,0.0000000000e+00,2.7766324679e+01,0.0000000000e+00,2.6482316971e+01
262,2.7611441612e+01,0.0000000000e+00,2.7611441612e+01,0.0000000000e+00,2.6482316971e+01
263,2.6446577072e+01,0.0000000000e+00,2.6446577072e+01,0.0000000000e+00,2.6482316971e+01
264,2.5914164861e+01,0.0000000000e+00,2.5914164861e+01,0.0000000000e+00,2.6482316971e+01
265,2.6502111117e+01,0.0000000000e+00,2.6502111117e+01,0.0000000000e+00,2.6482316971e+01
266,2.6270898183e+01,0.0000000000e+00,2.6270898183e+01,0.0000000000e+00,2.6482316971e+01
267,2.6601282756e+01,0.0000000000e+00,2.6601282756e+01,0.0000000000e+00,2.6482316971e+01
