# source=last_training_epoch
boundary_label,x,y,phi_pred,phi_target,abs_error
G2,1.00000000,0.83596057,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.03395664,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.07372002,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.72956485,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.18417737,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.71760863,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.84433550,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.28310141,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.87215894,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.36614165,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.56978804,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.50459325,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.07622714,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.96377122,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.65035874,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.23614773,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.26592803,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.18489419,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.88711339,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.04543396,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.19818699,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.15329871,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.57688689,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.07692242,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.42407626,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.36837757,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.86293858,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.12471528,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.39936981,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.32500467,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.61113673,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.47540683,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.41080284,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.32277247,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.16521783,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.89160150,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.42357594,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.68849128,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.77488244,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.92193985,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.12684758,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.20352596,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.82670832,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.97307527,0.00000000e+00,0.00000000e+00,0.00000000e+00
G2,1.00000000,0.31644100,0.00000000e+00,0.00000000e+00,0.00000000e+00
