point_type,boundary_label,x,y,phi,target,boundary_error,pde_residual,pde_loss,energy_density,grad_norm,tau_eq,total_point_loss
interior,,5.8791208267e-01,2.4175824225e-01,3.8566535711e-01,nan,nan,-8.1943571568e-03,6.7147491791e-05,1.5337589197e-02,1.3064465523e+00,1.3064465523e+00,1.5354376070e-02
interior,,5.9340661764e-01,2.4175824225e-01,3.7852376699e-01,nan,nan,-5.4326215759e-03,2.9513377740e-05,1.5347929671e-02,1.3070262671e+00,1.3070262671e+00,1.5355308016e-02
interior,,5.9890109301e-01,2.4175824225e-01,3.7138086557e-01,nan,nan,-5.7293605059e-03,3.2825570088e-05,1.5378614888e-02,1.3087463379e+00,1.3087463379e+00,1.5386821280e-02
interior,,6.0439562798e-01,2.4175824225e-01,3.6422839761e-01,nan,nan,-3.2243072987e-02,1.0396157159e-03,1.5405896120e-02,1.3102747202e+00,1.3102747202e+00,1.5665800049e-02
interior,,6.0989010334e-01,2.4175824225e-01,3.5708734393e-01,nan,nan,-7.5121677946e-04,5.6432662632e-07,1.5392304398e-02,1.3095133305e+00,1.3095133305e+00,1.5392445480e-02
interior,,6.1538463831e-01,2.4175824225e-01,3.4994280338e-01,nan,nan,1.2871315703e-03,1.6567076955e-06,1.5446114354e-02,1.3125259876e+00,1.3125259876e+00,1.5446528531e-02
interior,,6.2087911367e-01,2.4175824225e-01,3.4279349446e-01,nan,nan,-1.2824052945e-02,1.6445633082e-04,1.5413597226e-02,1.3107059002e+00,1.3107059002e+00,1.5454711309e-02
interior,,6.2637364864e-01,2.4175824225e-01,3.3564096689e-01,nan,nan,-3.5968929529e-02,1.2937638676e-03,1.5488915145e-02,1.3149200678e+00,1.3149200678e+00,1.5812356112e-02
interior,,6.3186812401e-01,2.4175824225e-01,3.2849746943e-01,nan,nan,-3.3497072756e-02,1.1220538290e-03,1.5417953953e-02,1.3109498024e+00,1.3109498024e+00,1.5698467410e-02
interior,,6.3736265898e-01,2.4175824225e-01,3.2137253881e-01,nan,nan,-1.1009996757e-02,1.2122002954e-04,1.5441904776e-02,1.3122905493e+00,1.3122905493e+00,1.5472209783e-02
interior,,6.4285713434e-01,2.4175824225e-01,3.1423678994e-01,nan,nan,-9.1667175293e-03,8.4028710262e-05,1.5487418510e-02,1.3148362637e+00,1.3148362637e+00,1.5508425688e-02
interior,,6.4835166931e-01,2.4175824225e-01,3.0709892511e-01,nan,nan,-1.5682201833e-02,2.4593144190e-04,1.5488114208e-02,1.3148753643e+00,1.3148753643e+00,1.5549597068e-02
interior,,6.5384614468e-01,2.4175824225e-01,2.9996997118e-01,nan,nan,-1.2773503549e-02,1.6316238907e-04,1.5476758592e-02,1.3142403364e+00,1.3142403364e+00,1.5517549189e-02
interior,,6.5934067965e-01,2.4175824225e-01,2.9284268618e-01,nan,nan,-1.5421003103e-02,2.3780734045e-04,1.5503392555e-02,1.3157292604e+00,1.3157292604e+00,1.5562844390e-02
interior,,6.6483515501e-01,2.4175824225e-01,2.8571799397e-01,nan,nan,-1.6605559736e-02,2.7574462001e-04,1.5499876812e-02,1.3155328035e+00,1.3155328035e+00,1.5568812967e-02
interior,,6.7032968998e-01,2.4175824225e-01,2.7859964967e-01,nan,nan,-2.0157968625e-02,4.0634369361e-04,1.5498199500e-02,1.3154391050e+00,1.3154391050e+00,1.5599785424e-02
interior,,6.7582416534e-01,2.4175824225e-01,2.7149099112e-01,nan,nan,-1.4027973637e-02,1.9678405079e-04,1.5474593267e-02,1.3141192198e+00,1.3141192198e+00,1.5523789280e-02
interior,,6.8131870031e-01,2.4175824225e-01,2.6438900828e-01,nan,nan,-1.7449188977e-02,3.0447420431e-04,1.5473991632e-02,1.3140856028e+00,1.3140856028e+00,1.5550110184e-02
interior,,6.8681317568e-01,2.4175824225e-01,2.5729817152e-01,nan,nan,-1.2663773261e-02,1.6037115711e-04,1.5452467836e-02,1.3128815889e+00,1.3128815889e+00,1.5492560626e-02
interior,,6.9230771065e-01,2.4175824225e-01,2.5021639466e-01,nan,nan,-1.6928771511e-02,2.8658329393e-04,1.5424556099e-02,1.3113194704e+00,1.3113194704e+00,1.5496201922e-02
interior,,6.9780218601e-01,2.4175824225e-01,2.4314819276e-01,nan,nan,-2.0269013941e-02,4.1083293036e-04,1.5400040895e-02,1.3099466562e+00,1.3099466562e+00,1.5502749127e-02
interior,,7.0329672098e-01,2.4175824225e-01,2.3609451950e-01,nan,nan,-2.3154750466e-02,5.3614244098e-04,1.5359675512e-02,1.3076848984e+00,1.3076848984e+00,1.5493711122e-02
interior,,7.0879119635e-01,2.4175824225e-01,2.2905738652e-01,nan,nan,-2.1877642721e-02,4.7863126383e-04,1.5320633538e-02,1.3054955006e+00,1.3054955006e+00,1.5440291354e-02
interior,,7.1428573132e-01,2.4175824225e-01,2.2203856707e-01,nan,nan,-2.0586531609e-02,4.2380529339e-04,1.5266431496e-02,1.3024526834e+00,1.3024526834e+00,1.5372382819e-02
interior,,7.1978020668e-01,2.4175824225e-01,2.1504102647e-01,nan,nan,-2.6879049838e-02,7.2248332435e-04,1.5200104564e-02,1.2987247705e+00,1.2987247705e+00,1.5380725396e-02
interior,,7.2527474165e-01,2.4175824225e-01,2.0806936920e-01,nan,nan,-2.1848144010e-02,4.7734141117e-04,1.5132401139e-02,1.2949140072e+00,1.2949140072e+00,1.5251736491e-02
interior,,7.3076921701e-01,2.4175824225e-01,2.0111948252e-01,nan,nan,-2.1974334493e-02,4.8287137179e-04,1.5065986663e-02,1.2911703587e+00,1.2911703587e+00,1.5186704506e-02
interior,,7.3626375198e-01,2.4175824225e-01,1.9419471920e-01,nan,nan,-4.0873888880e-02,1.6706747701e-03,1.4959887601e-02,1.2851790190e+00,1.2851790190e+00,1.5377556294e-02
interior,,7.4175822735e-01,2.4175824225e-01,1.8731182814e-01,nan,nan,-2.4563981220e-02,6.0338916956e-04,1.4856159687e-02,1.2793081999e+00,1.2793081999e+00,1.5007006979e-02
interior,,7.4725276232e-01,2.4175824225e-01,1.8045975268e-01,nan,nan,-2.3476654664e-02,5.5115332361e-04,1.4749171212e-02,1.2732393742e+00,1.2732393742e+00,1.4886959543e-02
interior,,7.5274723768e-01,2.4175824225e-01,1.7364385724e-01,nan,nan,-3.2450176775e-02,1.0530139552e-03,1.4635343105e-02,1.2667667866e+00,1.2667667866e+00,1.4898596593e-02
interior,,7.5824177265e-01,2.4175824225e-01,1.6687242687e-01,nan,nan,-3.1444985420e-02,9.8878715653e-04,1.4469639398e-02,1.2573155165e+00,1.2573155165e+00,1.4716836187e-02
interior,,7.6373624802e-01,2.4175824225e-01,1.6014480591e-01,nan,nan,-3.5850644112e-02,1.2852686923e-03,1.4328688383e-02,1.2492485046e+00,1.2492485046e+00,1.4650005556e-02
interior,,7.6923078299e-01,2.4175824225e-01,1.5347087383e-01,nan,nan,-3.2325886190e-02,1.0449629044e-03,1.4143132605e-02,1.2385897636e+00,1.2385897636e+00,1.4404373331e-02
interior,,7.7472525835e-01,2.4175824225e-01,1.4685299993e-01,nan,nan,-4.3524775654e-02,1.8944060430e-03,1.3981049880e-02,1.2292425632e+00,1.2292425632e+00,1.4454651391e-02
interior,,7.8021979332e-01,2.4175824225e-01,1.4029213786e-01,nan,nan,-5.8420881629e-02,3.4129994456e-03,1.3759622350e-02,1.2164163589e+00,1.2164163589e+00,1.4612872212e-02
interior,,7.8571426868e-01,2.4175824225e-01,1.3379912078e-01,nan,nan,-6.1562169343e-02,3.7899008021e-03,1.3548335060e-02,1.2041155100e+00,1.2041155100e+00,1.4495810261e-02
interior,,7.9120880365e-01,2.4175824225e-01,1.2738169730e-01,nan,nan,-5.4105453193e-02,2.9274001718e-03,1.3270161115e-02,1.1878257990e+00,1.1878257990e+00,1.4002011158e-02
interior,,7.9670327902e-01,2.4175824225e-01,1.2104737759e-01,nan,nan,-5.3789764643e-02,2.8933386784e-03,1.3021454215e-02,1.1731680632e+00,1.1731680632e+00,1.3744788885e-02
interior,,8.0219781399e-01,2.4175824225e-01,1.1479388177e-01,nan,nan,-5.9572838247e-02,3.5489229485e-03,1.2743294239e-02,1.1566671133e+00,1.1566671133e+00,1.3630524976e-02
interior,,8.0769228935e-01,2.4175824225e-01,1.0862825811e-01,nan,nan,-7.2144471109e-02,5.2048247308e-03,1.2471854687e-02,1.1404520273e+00,1.1404520273e+00,1.3773060869e-02
interior,,8.1318682432e-01,2.4175824225e-01,1.0255480558e-01,nan,nan,-4.5132495463e-02,2.0369421691e-03,1.2140974402e-02,1.1205309629e+00,1.1205309629e+00,1.2650209945e-02
interior,,8.1868129969e-01,2.4175824225e-01,9.6596986055e-02,nan,nan,-1.0005702265e-02,1.0011407721e-04,1.1785164475e-02,1.0989117622e+00,1.0989117622e+00,1.1810192995e-02
interior,,8.2417583466e-01,2.4175824225e-01,9.0741507709e-02,nan,nan,-3.5943746567e-02,1.2919529108e-03,1.1449523270e-02,1.0783230066e+00,1.0783230066e+00,1.1772511498e-02
interior,,8.2967031002e-01,2.4175824225e-01,8.5008032620e-02,nan,nan,-4.8759862781e-02,2.3775242735e-03,1.1050499976e-02,1.0535893440e+00,1.0535893440e+00,1.1644881044e-02
interior,,8.3516484499e-01,2.4175824225e-01,7.9402998090e-02,nan,nan,-6.0019887984e-02,3.6023869179e-03,1.0652933270e-02,1.0286554098e+00,1.0286554098e+00,1.1553529999e-02
interior,,8.4065932035e-01,2.4175824225e-01,7.3935896158e-02,nan,nan,-6.0244530439e-02,3.6294034217e-03,1.0222029872e-02,1.0012856722e+00,1.0012856722e+00,1.1129380728e-02
interior,,8.4615385532e-01,2.4175824225e-01,6.8613104522e-02,nan,nan,-6.5278872848e-02,4.2613311671e-03,9.7814891487e-03,9.7291129827e-01,9.7291129827e-01,1.0846821941e-02
interior,,8.5164833069e-01,2.4175824225e-01,6.3445910811e-02,nan,nan,-6.2159687281e-02,3.8638266269e-03,9.3306619674e-03,9.4343811274e-01,9.4343811274e-01,1.0296618624e-02
interior,,8.5714286566e-01,2.4175824225e-01,5.8432288468e-02,nan,nan,-7.8902393579e-02,6.2255878001e-03,8.8438168168e-03,9.1108077765e-01,9.1108077765e-01,1.0400213767e-02
interior,,8.6263734102e-01,2.4175824225e-01,5.3603686392e-02,nan,nan,-6.0834638774e-02,3.7008533254e-03,8.3422372118e-03,8.7712562084e-01,8.7712562084e-01,9.2674505431e-03
interior,,8.6813187599e-01,2.4175824225e-01,4.8945385963e-02,nan,nan,-7.1971960366e-02,5.1799630746e-03,7.8717833385e-03,8.4466099739e-01,8.4466099739e-01,9.1667741071e-03
interior,,8.7362635136e-01,2.4175824225e-01,4.4480409473e-02,nan,nan,-8.9228227735e-02,7.9616764560e-03,7.3129916564e-03,8.0525481701e-01,8.0525481701e-01,9.3034107704e-03
interior,,8.7912088633e-01,2.4175824225e-01,4.0197946131e-02,nan,nan,-1.5155395865e-01,2.2968603298e-02,6.8622771651e-03,7.7273845673e-01,7.7273845673e-01,1.2604427990e-02
interior,,8.8461536169e-01,2.4175824225e-01,3.6129739136e-02,nan,nan,-7.6539985836e-02,5.8583696373e-03,6.2772356905e-03,7.2945070267e-01,7.2945070267e-01,7.7418280998e-03
interior,,8.9010989666e-01,2.4175824225e-01,3.2268472016e-02,nan,nan,-8.4804236889e-02,7.1917586029e-03,5.7840081863e-03,6.9190043211e-01,6.9190043211e-01,7.5819478370e-03
interior,,8.9560437202e-01,2.4175824225e-01,2.8620555997e-02,nan,nan,-6.6876716912e-02,4.4724950567e-03,5.2420529537e-03,6.4938044548e-01,6.4938044548e-01,6.3601767179e-03
interior,,9.0109890699e-01,2.4175824225e-01,2.5190902874e-02,nan,nan,-1.0437742621e-01,1.0894646868e-02,4.7595920041e-03,6.1026793718e-01,6.1026793718e-01,7.4832537211e-03
interior,,9.0659338236e-01,2.4175824225e-01,2.1990166977e-02,nan,nan,-8.9852280915e-02,8.0734323710e-03,4.2287018150e-03,5.6564611197e-01,5.6564611197e-01,6.2470599078e-03
interior,,9.1208791733e-01,2.4175824225e-01,1.9020076841e-02,nan,nan,-9.2457346618e-02,8.5483612493e-03,3.7503538188e-03,5.2378404140e-01,5.2378404140e-01,5.8874441311e-03
interior,,9.1758239269e-01,2.4175824225e-01,1.6277916729e-02,nan,nan,-1.0765386373e-01,1.1589354835e-02,3.2745127100e-03,4.8029187322e-01,4.8029187322e-01,6.1718514189e-03
interior,,9.2307692766e-01,2.4175824225e-01,1.3772903942e-02,nan,nan,-1.0313124955e-01,1.0636054911e-02,2.8246471193e-03,4.3713244796e-01,4.3713244796e-01,5.4836608469e-03
interior,,9.2857140303e-01,2.4175824225e-01,1.1499667540e-02,nan,nan,-1.1080560833e-01,1.2277882546e-02,2.4049358908e-03,3.9467188716e-01,3.9467188716e-01,5.4744065274e-03
interior,,9.3406593800e-01,2.4175824225e-01,9.4549441710e-03,nan,nan,-1.0993754864e-01,1.2086264789e-02,2.0147040486e-03,3.5281825066e-01,3.5281825066e-01,5.0362702459e-03
interior,,9.3956041336e-01,2.4175824225e-01,7.6381484978e-03,nan,nan,-1.0987476259e-01,1.2072463520e-02,1.6512774164e-03,3.1120520830e-01,3.1120520830e-01,4.6693932964e-03
interior,,9.4505494833e-01,2.4175824225e-01,6.0420604423e-03,nan,nan,-1.3370753825e-01,1.7877705395e-02,1.3226674637e-03,2.7069962025e-01,2.7069962025e-01,5.7920938125e-03
interior,,9.5054942369e-01,2.4175824225e-01,4.6661081724e-03,nan,nan,-1.2216931581e-01,1.4925342053e-02,1.0334076360e-03,2.3196792603e-01,2.3196792603e-01,4.7647431493e-03
interior,,9.5604395866e-01,2.4175824225e-01,3.4953830764e-03,nan,nan,-1.2507292628e-01,1.5643237159e-02,7.8428292181e-04,1.9535733759e-01,1.9535733759e-01,4.6950922115e-03
interior,,9.6153843403e-01,2.4175824225e-01,2.5207437575e-03,nan,nan,-1.3057155907e-01,1.7048932612e-02,5.6862138445e-04,1.6007974744e-01,1.6007974744e-01,4.8308545374e-03
interior,,9.6703296900e-01,2.4175824225e-01,1.7315574223e-03,nan,nan,-1.2837830186e-01,1.6480987892e-02,3.9528260822e-04,1.2797313929e-01,1.2797313929e-01,4.5155295811e-03
interior,,9.7252744436e-01,2.4175824225e-01,1.1109703919e-03,nan,nan,-1.3518908620e-01,1.8276089802e-02,2.5720856502e-04,9.8403468728e-02,9.8403468728e-02,4.8262310156e-03
interior,,9.7802197933e-01,2.4175824225e-01,6.4282631502e-04,nan,nan,-1.7248271406e-01,2.9750287533e-02,1.5421383432e-04,7.2150126100e-02,7.2150126100e-02,7.5917857175e-03
interior,,9.8351645470e-01,2.4175824225e-01,3.1662639230e-04,nan,nan,-1.4917965233e-01,2.2254569456e-02,7.7031356341e-05,4.7547806054e-02,4.7547806054e-02,5.6406737203e-03
interior,,9.8901098967e-01,2.4175824225e-01,1.1579781130e-04,nan,nan,-1.3366556168e-01,1.7866482958e-02,2.8951562854e-05,2.6610812172e-02,2.6610812172e-02,4.4955723024e-03
interior,,9.9450546503e-01,2.4175824225e-01,1.6305479221e-05,nan,nan,-1.8162965775e-01,3.2989334315e-02,5.3764088079e-06,9.9877575412e-03,9.9877575412e-03,8.2527099876e-03
interior,,5.4945056327e-03,2.4725274742e-01,9.9995052814e-01,nan,nan,1.4843340218e-01,2.2032475099e-02,1.1760597772e-05,1.5708299354e-02,1.5708299354e-02,5.5198793725e-03
interior,,1.0989011265e-02,2.4725274742e-01,9.9982178211e-01,nan,nan,1.3582085073e-01,1.8447304145e-02,3.8931997551e-05,3.1693309546e-02,3.1693309546e-02,4.6507580337e-03
interior,,1.6483517364e-02,2.4725274742e-01,9.9959605932e-01,nan,nan,1.3121382892e-01,1.7217068002e-02,8.6918771558e-05,5.1108915359e-02,5.1108915359e-02,4.3911857720e-03
interior,,2.1978022531e-02,2.4725274742e-01,9.9925422668e-01,nan,nan,1.1621415615e-01,1.3505729847e-02,1.5949543740e-04,7.3633342981e-02,7.3633342981e-02,3.5359278991e-03
interior,,2.7472527698e-02,2.4725274742e-01,9.9877965450e-01,nan,nan,1.2710455060e-01,1.6155567020e-02,2.6283509214e-04,9.9709585309e-02,9.9709585309e-02,4.3017268472e-03
interior,,3.2967034727e-02,2.4725274742e-01,9.9815434217e-01,nan,nan,1.2439305335e-01,1.5473632142e-02,3.9800693048e-04,1.2851372361e-01,1.2851372361e-01,4.2664149660e-03
interior,,3.8461539894e-02,2.4725274742e-01,9.9736320972e-01,nan,nan,1.1647237837e-01,1.3565815054e-02,5.6821032194e-04,1.6000826657e-01,1.6000826657e-01,3.9596640854e-03
interior,,4.3956045061e-02,2.4725274742e-01,9.9639475346e-01,nan,nan,1.2034884840e-01,1.4483844861e-02,7.7196623897e-04,1.9344624877e-01,1.9344624877e-01,4.3929274543e-03
interior,,4.9450550228e-02,2.4725274742e-01,9.9523401260e-01,nan,nan,1.1876905710e-01,1.4106089249e-02,1.0183098493e-03,2.2984673083e-01,2.2984673083e-01,4.5448321616e-03
interior,,5.4945055395e-02,2.4725274742e-01,9.9387109280e-01,nan,nan,1.2032183260e-01,1.4477343298e-02,1.2972062686e-03,2.6742053032e-01,2.6742053032e-01,4.9165420933e-03
interior,,6.0439560562e-02,2.4725274742e-01,9.9229824543e-01,nan,nan,1.2028271705e-01,1.4467932284e-02,1.6147405840e-03,3.0685207248e-01,3.0685207248e-01,5.2317236550e-03
interior,,6.5934069455e-02,2.4725274742e-01,9.9050658941e-01,nan,nan,1.1062715203e-01,1.2238366529e-02,1.9644726999e-03,3.4723356366e-01,3.4723356366e-01,5.0240643322e-03
interior,,7.1428574622e-02,2.4725274742e-01,9.8849475384e-01,nan,nan,1.1144807935e-01,1.2420674786e-02,2.3443009704e-03,3.8833287358e-01,3.8833287358e-01,5.4494696669e-03
interior,,7.6923079789e-02,2.4725274742e-01,9.8625439405e-01,nan,nan,1.0750285536e-01,1.1556863785e-02,2.7606186923e-03,4.3080353737e-01,4.3080353737e-01,5.6498346385e-03
interior,,8.2417584956e-02,2.4725274742e-01,9.8378366232e-01,nan,nan,9.4919659197e-02,9.0097412467e-03,3.1963584479e-03,4.7294753790e-01,4.7294753790e-01,5.4487937596e-03
interior,,8.7912090123e-02,2.4725274742e-01,9.8108756542e-01,nan,nan,1.0062053800e-01,1.0124492459e-02,3.6530026700e-03,5.1504701376e-01,5.1504701376e-01,6.1841257848e-03
interior,,9.3406595290e-02,2.4725274742e-01,9.7816085815e-01,nan,nan,9.3760184944e-02,8.7909726426e-03,4.1329925880e-03,5.5740457773e-01,5.5740457773e-01,6.3307357486e-03
interior,,9.8901100457e-02,2.4725274742e-01,9.7500830889e-01,nan,nan,9.3425117433e-02,8.7282527238e-03,4.6278275549e-03,5.9935712814e-01,5.9935712814e-01,6.8098907359e-03
interior,,1.0439560562e-01,2.4725274742e-01,9.7163158655e-01,nan,nan,8.3232767880e-02,6.9276937284e-03,5.1305955276e-03,6.4045625925e-01,6.4045625925e-01,6.8625189597e-03
interior,,1.0989011079e-01,2.4725274742e-01,9.6803581715e-01,nan,nan,8.1910364330e-02,6.7093078978e-03,5.6467098184e-03,6.8125963211e-01,6.8125963211e-01,7.3240367929e-03
interior,,1.1538461596e-01,2.4725274742e-01,9.6422541142e-01,nan,nan,7.9544775188e-02,6.3273711130e-03,6.1596785672e-03,7.2059309483e-01,7.2059309483e-01,7.7415213455e-03
interior,,1.2087912112e-01,2.4725274742e-01,9.6020650864e-01,nan,nan,7.6980695128e-02,5.9260274284e-03,6.6799861379e-03,7.5938719511e-01,7.5938719511e-01,8.1614929950e-03
interior,,1.2637363374e-01,2.4725274742e-01,9.5598685741e-01,nan,nan,8.0052308738e-02,6.4083719626e-03,7.1864337660e-03,7.9619324207e-01,7.9619324207e-01,8.7885267567e-03
interior,,1.3186813891e-01,2.4725274742e-01,9.5157098770e-01,nan,nan,7.3304474354e-02,5.3735459223e-03,7.6998686418e-03,8.3263903856e-01,8.3263903856e-01,9.0432551224e-03
interior,,1.3736264408e-01,2.4725274742e-01,9.4696760178e-01,nan,nan,7.2144918144e-02,5.2048889920e-03,8.1975311041e-03,8.6720567942e-01,8.6720567942e-01,9.4987533521e-03
interior,,1.4285714924e-01,2.4725274742e-01,9.4218450785e-01,nan,nan,6.6500820220e-02,4.4223591685e-03,8.6842346936e-03,9.0034794807e-01,9.0034794807e-01,9.7898244858e-03
interior,,1.4835165441e-01,2.4725274742e-01,9.3723112345e-01,nan,nan,7.1347475052e-02,5.0904620439e-03,9.1591635719e-03,9.3210434914e-01,9.3210434914e-01,1.0431779083e-02
interior,,1.5384615958e-01,2.4725274742e-01,9.3211078644e-01,nan,nan,5.6507818401e-02,3.1931335106e-03,9.6239903942e-03,9.6266621351e-01,9.6266621351e-01,1.0422273772e-02
interior,,1.5934066474e-01,2.4725274742e-01,9.2683863640e-01,nan,nan,6.0196727514e-02,3.6236459855e-03,1.0054934770e-02,9.9057132006e-01,9.9057132006e-01,1.0960846266e-02
interior,,1.6483516991e-01,2.4725274742e-01,9.2141920328e-01,nan,nan,6.1354827136e-02,3.7644149270e-03,1.0492876172e-02,1.0185319185e+00,1.0185319185e+00,1.1433979904e-02
interior,,1.7032967508e-01,2.4725274742e-01,9.1585910320e-01,nan,nan,5.7507343590e-02,3.3070945647e-03,1.0897462256e-02,1.0440264940e+00,1.0440264940e+00,1.1724235897e-02
interior,,1.7582418025e-01,2.4725274742e-01,9.1016954184e-01,nan,nan,5.2555222064e-02,2.7620512992e-03,1.1281115003e-02,1.0679188967e+00,1.0679188967e+00,1.1971627828e-02
interior,,1.8131868541e-01,2.4725274742e-01,9.0435695648e-01,nan,nan,5.0086416304e-02,2.5086491369e-03,1.1655765586e-02,1.0909969807e+00,1.0909969807e+00,1.2282927870e-02
interior,,1.8681319058e-01,2.4725274742e-01,8.9842665195e-01,nan,nan,5.1703311503e-02,2.6732324623e-03,1.2013457716e-02,1.1128069162e+00,1.1128069162e+00,1.2681765831e-02
interior,,1.9230769575e-01,2.4725274742e-01,8.9238262177e-01,nan,nan,4.1314538568e-02,1.7068911111e-03,1.2322633527e-02,1.1314896345e+00,1.1314896345e+00,1.2749356305e-02
interior,,1.9780220091e-01,2.4725274742e-01,8.8624948263e-01,nan,nan,4.1873939335e-02,1.7534267390e-03,1.2642174959e-02,1.1506396532e+00,1.1506396532e+00,1.3080531644e-02
interior,,2.0329670608e-01,2.4725274742e-01,8.8001960516e-01,nan,nan,3.4147925675e-02,1.1660808232e-03,1.2919667177e-02,1.1671432257e+00,1.1671432257e+00,1.3211187383e-02
interior,,2.0879121125e-01,2.4725274742e-01,8.7370294333e-01,nan,nan,3.7489481270e-02,1.4054612257e-03,1.3195428066e-02,1.1834306717e+00,1.1834306717e+00,1.3546793372e-02
interior,,2.1428571641e-01,2.4725274742e-01,8.6730432510e-01,nan,nan,3.1979806721e-02,1.0227080202e-03,1.3452068903e-02,1.1984905005e+00,1.1984905005e+00,1.3707745908e-02
interior,,2.1978022158e-01,2.4725274742e-01,8.6083084345e-01,nan,nan,2.7796024457e-02,7.7261897968e-04,1.3656498864e-02,1.2104203701e+00,1.2104203701e+00,1.3849653609e-02
interior,,2.2527472675e-01,2.4725274742e-01,8.5428625345e-01,nan,nan,2.1976521239e-02,4.8296747264e-04,1.3915118761e-02,1.2254304886e+00,1.2254304886e+00,1.4035860630e-02
interior,,2.3076923192e-01,2.4725274742e-01,8.4768545628e-01,nan,nan,4.6805635095e-02,2.1907675546e-03,1.4088840224e-02,1.2354627848e+00,1.2354627848e+00,1.4636532112e-02
interior,,2.3626373708e-01,2.4725274742e-01,8.4101742506e-01,nan,nan,3.7014912814e-02,1.3701037969e-03,1.4285894111e-02,1.2467942238e+00,1.2467942238e+00,1.4628420060e-02
interior,,2.4175824225e-01,2.4725274742e-01,8.3429694176e-01,nan,nan,3.4006413072e-02,1.1564361630e-03,1.4418175444e-02,1.2543729544e+00,1.2543729544e+00,1.4707284485e-02
interior,,2.4725274742e-01,2.4725274742e-01,8.2753169537e-01,nan,nan,3.0991781503e-02,9.6049049171e-04,1.4583089389e-02,1.2637900114e+00,1.2637900114e+00,1.4823212012e-02
interior,,2.5274726748e-01,2.4725274742e-01,8.2071685791e-01,nan,nan,3.0063673854e-02,9.0382446069e-04,1.4725562185e-02,1.2718981504e+00,1.2718981504e+00,1.4951518300e-02
interior,,2.5824177265e-01,2.4725274742e-01,8.1385725737e-01,nan,nan,3.2993845642e-02,1.0885938536e-03,1.4876544476e-02,1.2804629803e+00,1.2804629803e+00,1.5148692939e-02
interior,,2.6373627782e-01,2.4725274742e-01,8.0696082115e-01,nan,nan,2.5650082156e-02,6.5792672103e-04,1.4945471659e-02,1.2843639851e+00,1.2843639851e+00,1.5109953340e-02
interior,,2.6923078299e-01,2.4725274742e-01,8.0003666878e-01,nan,nan,2.5651376694e-02,6.5799313597e-04,1.5036688186e-02,1.2895172834e+00,1.2895172834e+00,1.5201186470e-02
interior,,2.7472528815e-01,2.4725274742e-01,7.9308158159e-01,nan,nan,2.6375111192e-02,6.9564650767e-04,1.5139110386e-02,1.2952917814e+00,1.2952917814e+00,1.5313022013e-02
interior,,2.8021979332e-01,2.4725274742e-01,7.8609615564e-01,nan,nan,2.4374995381e-02,5.9414037969e-04,1.5205790289e-02,1.2990444899e+00,1.2990444899e+00,1.5354325384e-02
interior,,2.8571429849e-01,2.4725274742e-01,7.7908402681e-01,nan,nan,2.2778220475e-02,5.1884731511e-04,1.5302058309e-02,1.3044530153e+00,1.3044530153e+00,1.5431770138e-02
interior,,2.9120880365e-01,2.4725274742e-01,7.7205079794e-01,nan,nan,3.0011691153e-02,9.0070161968e-04,1.5338622965e-02,1.3065043688e+00,1.3065043688e+00,1.5563798370e-02
interior,,2.9670330882e-01,2.4725274742e-01,7.6499474049e-01,nan,nan,2.3207373917e-02,5.3858221509e-04,1.5411546454e-02,1.3105909824e+00,1.3105909824e+00,1.5546192008e-02
interior,,3.0219781399e-01,2.4725274742e-01,7.5792074203e-01,nan,nan,2.2857997566e-02,5.2248802967e-04,1.5443336219e-02,1.3123705387e+00,1.3123705387e+00,1.5573958226e-02
interior,,3.0769231915e-01,2.4725274742e-01,7.5082582235e-01,nan,nan,1.2253785506e-02,1.5015526151e-04,1.5474301763e-02,1.3141028881e+00,1.3141028881e+00,1.5511840578e-02
interior,,3.1318682432e-01,2.4725274742e-01,7.4372553825e-01,nan,nan,2.7555119246e-02,7.5928459410e-04,1.5503577888e-02,1.3157396317e+00,1.3157396317e+00,1.5693399037e-02
interior,,3.1868132949e-01,2.4725274742e-01,7.3660534620e-01,nan,nan,1.2548164465e-02,1.5745643759e-04,1.5542730689e-02,1.3179271221e+00,1.3179271221e+00,1.5582094798e-02
interior,,3.2417583466e-01,2.4725274742e-01,7.2947770357e-01,nan,nan,2.1721675992e-02,4.7183121205e-04,1.5529123135e-02,1.3171670437e+00,1.3171670437e+00,1.5647080938e-02
interior,,3.2967033982e-01,2.4725274742e-01,7.2234183550e-01,nan,nan,1.3817548752e-02,1.9092464936e-04,1.5565475449e-02,1.3191969395e+00,1.3191969395e+00,1.5613206611e-02
interior,,3.3516484499e-01,2.4725274742e-01,7.1519476175e-01,nan,nan,1.5407975763e-02,2.3740572215e-04,1.5587199479e-02,1.3204092979e+00,1.3204092979e+00,1.5646550910e-02
interior,,3.4065935016e-01,2.4725274742e-01,7.0803785324e-01,nan,nan,1.0997517034e-02,1.2094538397e-04,1.5586629510e-02,1.3203775883e+00,1.3203775883e+00,1.5616865856e-02
interior,,3.4615385532e-01,2.4725274742e-01,7.0087647438e-01,nan,nan,-6.8820607848e-03,4.7362762416e-05,1.5591811389e-02,1.3206666708e+00,1.3206666708e+00,1.5603652079e-02
