epoch,total_loss,pde_loss,energy_loss,boundary_loss,validation_loss
74,2.2314732172e-04,7.5141267183e-03,0.0000000000e+00,0.0000000000e+00,6.3899596977e-04
75,1.6078243943e-04,5.3421417229e-03,0.0000000000e+00,0.0000000000e+00,6.3899596977e-04
76,8.1591533280e-05,2.6753989014e-03,0.0000000000e+00,0.0000000000e+00,6.3899596977e-04
77,5.7348554815e-04,1.8561252971e-02,0.0000000000e+00,0.0000000000e+00,6.3899596977e-04
78,4.3727026923e-04,1.3971688847e-02,0.0000000000e+00,0.0000000000e+00,6.3899596977e-04
79,1.0155601404e-04,3.2039791362e-03,0.0000000000e+00,0.0000000000e+00,6.3899596977e-04
80,2.9297267860e-04,9.1277846577e-03,0.0000000000e+00,0.0000000000e+00,4.7485850702e-05
81,7.4406402123e-05,2.2896560187e-03,0.0000000000e+00,0.0000000000e+00,4.7485850702e-05
82,2.3116003354e-06,7.0268413854e-05,0.0000000000e+00,0.0000000000e+00,4.7485850702e-05
83,1.5871714405e-04,4.7667558461e-03,0.0000000000e+00,0.0000000000e+00,4.7485850702e-05
84,4.9356201216e-04,1.4647217413e-02,0.0000000000e+00,0.0000000000e+00,4.7485850702e-05
85,2.3390850889e-05,6.8601710696e-04,0.0000000000e+00,0.0000000000e+00,4.7485850702e-05
86,2.1893131468e-04,6.3464680152e-03,0.0000000000e+00,0.0000000000e+00,4.7485850702e-05
87,2.5341323881e-05,7.2618484254e-04,0.0000000000e+00,0.0000000000e+00,4.7485850702e-05
88,2.1541635523e-03,6.1030549005e-02,0.0000000000e+00,0.0000000000e+00,4.7485850702e-05
89,9.3355601837e-04,2.6152636464e-02,0.0000000000e+00,0.0000000000e+00,4.7485850702e-05
90,3.3911725442e-06,9.3947666365e-05,0.0000000000e+00,0.0000000000e+00,6.3425181525e-04
91,5.8512412579e-04,1.6032396814e-02,0.0000000000e+00,0.0000000000e+00,6.3425181525e-04
92,3.2749937803e-04,8.8762071132e-03,0.0000000000e+00,0.0000000000e+00,6.3425181525e-04
93,6.1979890574e-04,1.6618250017e-02,0.0000000000e+00,0.0000000000e+00,6.3425181525e-04
94,9.2423703137e-04,2.4518016422e-02,0.0000000000e+00,0.0000000000e+00,6.3425181525e-04
95,2.2659210924e-05,5.9478926833e-04,0.0000000000e+00,0.0000000000e+00,6.3425181525e-04
96,1.1111725367e-03,2.8864503282e-02,0.0000000000e+00,0.0000000000e+00,6.3425181525e-04
97,1.3385047703e-03,3.4412295373e-02,0.0000000000e+00,0.0000000000e+00,6.3425181525e-04
98,9.6190290128e-05,2.4478342402e-03,0.0000000000e+00,0.0000000000e+00,6.3425181525e-04
99,2.5989542469e-03,6.5471373136e-02,0.0000000000e+00,0.0000000000e+00,6.3425181525e-04
100,7.6699244374e-03,1.9128901729e-01,0.0000000000e+00,0.0000000000e+00,3.5644447657e-03
101,3.3807979313e-03,8.3484819999e-02,0.0000000000e+00,0.0000000000e+00,3.5644447657e-03
102,3.0655031294e-04,7.4958654296e-03,0.0000000000e+00,0.0000000000e+00,3.5644447657e-03
103,5.2424913219e-03,1.2694950009e-01,0.0000000000e+00,0.0000000000e+00,3.5644447657e-03
104,9.4087994382e-03,2.2565319318e-01,0.0000000000e+00,0.0000000000e+00,3.5644447657e-03
105,7.6255176439e-03,1.8114675678e-01,0.0000000000e+00,0.0000000000e+00,3.5644447657e-03
106,3.4819977744e-03,8.1937533871e-02,0.0000000000e+00,0.0000000000e+00,3.5644447657e-03
107,1.0551797406e-04,2.4598718487e-03,0.0000000000e+00,0.0000000000e+00,3.5644447657e-03
108,1.9461030028e-03,4.4949126630e-02,0.0000000000e+00,0.0000000000e+00,3.5644447657e-03
109,8.7688475840e-04,2.0068014987e-02,0.0000000000e+00,0.0000000000e+00,3.5644447657e-03
110,1.2128880451e-04,2.7505874625e-03,0.0000000000e+00,0.0000000000e+00,1.8803519620e-04
111,2.1123681573e-04,4.7473684056e-03,0.0000000000e+00,0.0000000000e+00,1.8803519620e-04
112,2.6883941385e-04,5.9881122627e-03,0.0000000000e+00,0.0000000000e+00,1.8803519620e-04
113,7.7120794548e-05,1.7026156815e-03,0.0000000000e+00,0.0000000000e+00,1.8803519620e-04
114,6.9071730932e-04,1.5115672577e-02,0.0000000000e+00,0.0000000000e+00,1.8803519620e-04
115,3.3910435621e-04,7.3565769299e-03,0.0000000000e+00,0.0000000000e+00,1.8803519620e-04
116,3.3752976055e-04,7.2594289097e-03,0.0000000000e+00,0.0000000000e+00,1.8803519620e-04
117,4.6004305503e-04,9.8099992714e-03,0.0000000000e+00,0.0000000000e+00,1.8803519620e-04
118,1.9862542708e-04,4.1996881525e-03,0.0000000000e+00,0.0000000000e+00,1.8803519620e-04
119,9.9741169782e-05,2.0912185321e-03,0.0000000000e+00,0.0000000000e+00,1.8803519620e-04
120,7.3809485058e-04,1.5346538752e-02,0.0000000000e+00,0.0000000000e+00,6.9409682728e-04
121,6.8491396793e-04,1.4123346906e-02,0.0000000000e+00,0.0000000000e+00,6.9409682728e-04
122,6.2686442095e-05,1.2820592749e-03,0.0000000000e+00,0.0000000000e+00,6.9409682728e-04
123,9.0317858348e-05,1.8321880875e-03,0.0000000000e+00,0.0000000000e+00,6.9409682728e-04
124,7.0848104407e-04,1.4256574581e-02,0.0000000000e+00,0.0000000000e+00,6.9409682728e-04
125,5.8177951906e-04,1.1613524684e-02,0.0000000000e+00,0.0000000000e+00,6.9409682728e-04
126,2.0894137220e-04,4.1378658820e-03,0.0000000000e+00,0.0000000000e+00,6.9409682728e-04
127,1.7893017607e-04,3.5156785013e-03,0.0000000000e+00,0.0000000000e+00,6.9409682728e-04
128,3.8145182341e-04,7.4364502541e-03,0.0000000000e+00,0.0000000000e+00,6.9409682728e-04
129,3.6446062331e-04,7.0502321568e-03,0.0000000000e+00,0.0000000000e+00,6.9409682728e-04
130,4.4055081052e-04,8.4567137319e-03,0.0000000000e+00,0.0000000000e+00,3.4010389881e-04
131,3.5430163436e-04,6.7492762012e-03,0.0000000000e+00,0.0000000000e+00,3.4010389881e-04
132,3.3135072669e-04,6.2643440912e-03,0.0000000000e+00,0.0000000000e+00,3.4010389881e-04
133,1.8361554889e-04,3.4452885146e-03,0.0000000000e+00,0.0000000000e+00,3.4010389881e-04
134,4.7398744067e-04,8.8274628653e-03,0.0000000000e+00,0.0000000000e+00,3.4010389881e-04
135,5.7878544165e-04,1.0699504972e-02,0.0000000000e+00,0.0000000000e+00,3.4010389881e-04
136,1.9008894571e-04,3.4882187453e-03,0.0000000000e+00,0.0000000000e+00,3.4010389881e-04
137,1.5381308921e-04,2.8019753012e-03,0.0000000000e+00,0.0000000000e+00,3.4010389881e-04
138,1.7245710431e-03,3.1188846392e-02,0.0000000000e+00,0.0000000000e+00,3.4010389881e-04
139,7.1819157944e-04,1.2895211433e-02,0.0000000000e+00,0.0000000000e+00,3.4010389881e-04
140,1.4397341861e-04,2.5666273034e-03,0.0000000000e+00,0.0000000000e+00,9.2022333028e-05
141,1.2762405327e-04,2.2590583073e-03,0.0000000000e+00,0.0000000000e+00,9.2022333028e-05
142,6.3721009830e-04,1.1199889520e-02,0.0000000000e+00,0.0000000000e+00,9.2022333028e-05
143,1.3929062494e-03,2.4311436488e-02,0.0000000000e+00,0.0000000000e+00,9.2022333028e-05
144,1.2036565961e-04,2.0862682238e-03,0.0000000000e+00,0.0000000000e+00,9.2022333028e-05
145,6.0340941244e-05,1.0386741059e-03,0.0000000000e+00,0.0000000000e+00,9.2022333028e-05
146,8.7784910378e-04,1.5007465767e-02,0.0000000000e+00,0.0000000000e+00,9.2022333028e-05
147,2.3061652032e-04,3.9157817506e-03,0.0000000000e+00,0.0000000000e+00,9.2022333028e-05
148,1.0978949103e-03,1.8516096554e-02,0.0000000000e+00,0.0000000000e+00,9.2022333028e-05
149,1.7989668673e-03,3.0136456961e-02,0.0000000000e+00,0.0000000000e+00,9.2022333028e-05
150,5.0649834120e-07,8.4284344726e-06,0.0000000000e+00,0.0000000000e+00,7.4231901867e-04
151,6.5838927825e-04,1.0883553966e-02,0.0000000000e+00,0.0000000000e+00,7.4231901867e-04
152,2.3231283466e-04,3.8150415454e-03,0.0000000000e+00,0.0000000000e+00,7.4231901867e-04
153,8.5546298239e-04,1.3956743844e-02,0.0000000000e+00,0.0000000000e+00,7.4231901867e-04
154,1.2230459485e-03,1.9824441930e-02,0.0000000000e+00,0.0000000000e+00,7.4231901867e-04
155,2.5222613999e-05,4.0620181079e-04,0.0000000000e+00,0.0000000000e+00,7.4231901867e-04
156,3.4722665864e-03,5.5561812673e-02,0.0000000000e+00,0.0000000000e+00,7.4231901867e-04
157,6.9123559068e-03,1.0990534360e-01,0.0000000000e+00,0.0000000000e+00,7.4231901867e-04
158,6.4268926250e-04,1.0154082722e-02,0.0000000000e+00,0.0000000000e+00,7.4231901867e-04
159,1.3664891379e-03,2.1454090831e-02,0.0000000000e+00,0.0000000000e+00,7.4231901867e-04
160,4.8829286595e-03,7.6184340707e-02,0.0000000000e+00,0.0000000000e+00,1.4931864460e-03
161,1.8220179887e-03,2.8251161646e-02,0.0000000000e+00,0.0000000000e+00,1.4931864460e-03
162,1.8484993930e-04,2.8485115202e-03,0.0000000000e+00,0.0000000000e+00,1.4931864460e-03
163,5.2823709097e-04,8.0901966164e-03,0.0000000000e+00,0.0000000000e+00,1.4931864460e-03
164,6.1133071072e-07,9.3058106064e-06,0.0000000000e+00,0.0000000000e+00,1.4931864460e-03
165,5.5279346191e-04,8.3638224378e-03,0.0000000000e+00,0.0000000000e+00,1.4931864460e-03
166,3.6729022731e-06,5.5237128535e-05,0.0000000000e+00,0.0000000000e+00,1.4931864460e-03
167,2.0203842203e-05,3.0203078877e-04,0.0000000000e+00,0.0000000000e+00,1.4931864460e-03
168,1.4402591821e-04,2.1402719292e-03,0.0000000000e+00,0.0000000000e+00,1.4931864460e-03
169,1.0420904165e-04,1.5394305496e-03,0.0000000000e+00,0.0000000000e+00,1.4931864460e-03
170,5.0574488579e-05,7.4272450962e-04,0.0000000000e+00,0.0000000000e+00,7.0776210111e-05
171,3.2559143493e-04,4.7536343035e-03,0.0000000000e+00,0.0000000000e+00,7.0776210111e-05
172,3.3283375736e-04,4.8311610413e-03,0.0000000000e+00,0.0000000000e+00,7.0776210111e-05
173,5.5263157141e-06,7.9752779268e-05,0.0000000000e+00,0.0000000000e+00,7.0776210111e-05
174,3.1252377015e-05,4.4842895381e-04,0.0000000000e+00,0.0000000000e+00,7.0776210111e-05
175,3.3911113784e-04,4.8380171749e-03,0.0000000000e+00,0.0000000000e+00,7.0776210111e-05
176,2.1023481368e-05,2.9823519069e-04,0.0000000000e+00,0.0000000000e+00,7.0776210111e-05
177,2.6376895899e-03,3.7206671554e-02,0.0000000000e+00,0.0000000000e+00,7.0776210111e-05
178,9.4873146314e-04,1.3307520514e-02,0.0000000000e+00,0.0000000000e+00,7.0776210111e-05
179,1.3084961582e-04,1.8251420340e-03,0.0000000000e+00,0.0000000000e+00,7.0776210111e-05
180,9.0790964626e-05,1.2593624415e-03,0.0000000000e+00,0.0000000000e+00,7.8572861079e-04
181,7.8248927918e-04,1.0794033489e-02,0.0000000000e+00,0.0000000000e+00,7.8572861079e-04
182,6.7667758991e-04,9.2831985130e-03,0.0000000000e+00,0.0000000000e+00,7.8572861079e-04
183,3.2746554030e-04,4.4679160361e-03,0.0000000000e+00,0.0000000000e+00,7.8572861079e-04
184,2.2950543963e-04,3.1143603979e-03,0.0000000000e+00,0.0000000000e+00,7.8572861079e-04
185,6.9472410934e-04,9.3764304308e-03,0.0000000000e+00,0.0000000000e+00,7.8572861079e-04
186,4.6121856861e-04,6.1914715860e-03,0.0000000000e+00,0.0000000000e+00,7.8572861079e-04
187,5.9041151372e-04,7.8834510272e-03,0.0000000000e+00,0.0000000000e+00,7.8572861079e-04
188,3.6694106187e-04,4.8735419775e-03,0.0000000000e+00,0.0000000000e+00,7.8572861079e-04
189,4.8122678424e-04,6.3576598170e-03,0.0000000000e+00,0.0000000000e+00,7.8572861079e-04
190,5.6622846910e-04,7.4413275057e-03,0.0000000000e+00,0.0000000000e+00,4.2953666536e-04
191,6.3695260288e-04,8.3270094279e-03,0.0000000000e+00,0.0000000000e+00,4.2953666536e-04
192,3.5207328603e-04,4.5787834992e-03,0.0000000000e+00,0.0000000000e+00,4.2953666536e-04
193,4.6642312675e-04,6.0345370424e-03,0.0000000000e+00,0.0000000000e+00,4.2953666536e-04
194,3.1647877506e-04,4.0734927331e-03,0.0000000000e+00,0.0000000000e+00,4.2953666536e-04
195,4.7492211583e-04,6.0815563633e-03,0.0000000000e+00,0.0000000000e+00,4.2953666536e-04
196,4.2787516012e-04,5.4511834063e-03,0.0000000000e+00,0.0000000000e+00,4.2953666536e-04
197,3.1454827275e-04,3.9870683251e-03,0.0000000000e+00,0.0000000000e+00,4.2953666536e-04
198,3.3800803010e-04,4.2628220889e-03,0.0000000000e+00,0.0000000000e+00,4.2953666536e-04
199,6.3587949179e-04,7.9792096148e-03,0.0000000000e+00,0.0000000000e+00,4.2953666536e-04
200,5.0925000747e-04,6.3583130334e-03,0.0000000000e+00,0.0000000000e+00,3.8515325885e-04
201,3.9633718642e-04,4.9239350914e-03,0.0000000000e+00,0.0000000000e+00,3.8515325885e-04
202,3.3635102956e-04,4.1580299932e-03,0.0000000000e+00,0.0000000000e+00,3.8515325885e-04
203,4.9821276840e-04,6.1286904473e-03,0.0000000000e+00,0.0000000000e+00,3.8515325885e-04
204,4.4236026379e-04,5.4149871491e-03,0.0000000000e+00,0.0000000000e+00,3.8515325885e-04
205,4.5917373211e-04,5.5934177605e-03,0.0000000000e+00,0.0000000000e+00,3.8515325885e-04
206,2.8424145656e-04,3.4456951404e-03,0.0000000000e+00,0.0000000000e+00,3.8515325885e-04
207,5.1808178885e-04,6.2501030121e-03,0.0000000000e+00,0.0000000000e+00,3.8515325885e-04
208,4.9114352874e-04,5.8966697363e-03,0.0000000000e+00,0.0000000000e+00,3.8515325885e-04
209,3.8656279250e-04,4.6188937450e-03,0.0000000000e+00,0.0000000000e+00,3.8515325885e-04
210,3.1996419398e-04,3.8049483418e-03,0.0000000000e+00,0.0000000000e+00,5.8490366223e-04
211,7.2536659988e-04,8.5850776087e-03,0.0000000000e+00,0.0000000000e+00,5.8490366223e-04
212,5.0086058639e-04,5.9000072845e-03,0.0000000000e+00,0.0000000000e+00,5.8490366223e-04
213,4.0526993051e-04,4.7515875033e-03,0.0000000000e+00,0.0000000000e+00,5.8490366223e-04
214,2.4421885561e-04,2.8499795967e-03,0.0000000000e+00,0.0000000000e+00,5.8490366223e-04
215,6.0087120526e-04,6.9794567780e-03,0.0000000000e+00,0.0000000000e+00,5.8490366223e-04
216,5.7295516923e-04,6.6244208581e-03,0.0000000000e+00,0.0000000000e+00,5.8490366223e-04
217,5.3092341567e-04,6.1102008310e-03,0.0000000000e+00,0.0000000000e+00,5.8490366223e-04
218,2.1049603888e-03,2.4114211509e-02,0.0000000000e+00,0.0000000000e+00,5.8490366223e-04
219,6.4643140851e-04,7.3716759907e-03,0.0000000000e+00,0.0000000000e+00,5.8490366223e-04
220,6.3750511638e-04,7.2368762871e-03,0.0000000000e+00,0.0000000000e+00,3.8357041988e-04
221,4.3264907405e-04,4.8891784677e-03,0.0000000000e+00,0.0000000000e+00,3.8357041988e-04
222,3.0419330894e-04,3.4220888312e-03,0.0000000000e+00,0.0000000000e+00,3.8357041988e-04
223,1.4149564893e-03,1.5846560365e-02,0.0000000000e+00,0.0000000000e+00,3.8357041988e-04
224,6.4854577314e-04,7.2308869775e-03,0.0000000000e+00,0.0000000000e+00,3.8357041988e-04
225,4.5209637065e-04,5.0182190302e-03,0.0000000000e+00,0.0000000000e+00,3.8357041988e-04
226,2.5689393146e-04,2.8388905528e-03,0.0000000000e+00,0.0000000000e+00,3.8357041988e-04
227,6.3481853241e-04,6.9843998983e-03,0.0000000000e+00,0.0000000000e+00,3.8357041988e-04
228,6.2811685932e-04,6.8803900162e-03,0.0000000000e+00,0.0000000000e+00,3.8357041988e-04
229,4.7602604938e-04,5.1916423645e-03,0.0000000000e+00,0.0000000000e+00,3.8357041988e-04
230,3.0379231318e-04,3.2988345544e-03,0.0000000000e+00,0.0000000000e+00,6.0623490274e-04
231,6.9887522672e-04,7.5561626559e-03,0.0000000000e+00,0.0000000000e+00,6.0623490274e-04
232,7.7789447901e-04,8.3742970127e-03,0.0000000000e+00,0.0000000000e+00,6.0623490274e-04
233,4.6642916365e-04,4.9997402061e-03,0.0000000000e+00,0.0000000000e+00,6.0623490274e-04
234,3.0242673508e-04,3.2279290128e-03,0.0000000000e+00,0.0000000000e+00,6.0623490274e-04
235,5.7213601128e-04,6.0806925588e-03,0.0000000000e+00,0.0000000000e+00,6.0623490274e-04
236,5.1273666881e-04,5.4263269136e-03,0.0000000000e+00,0.0000000000e+00,6.0623490274e-04
237,4.4714732758e-04,4.7122444642e-03,0.0000000000e+00,0.0000000000e+00,6.0623490274e-04
238,2.8741799388e-04,3.0162298886e-03,0.0000000000e+00,0.0000000000e+00,6.0623490274e-04
239,8.3811554663e-04,8.7586131554e-03,0.0000000000e+00,0.0000000000e+00,6.0623490274e-04
240,5.0394390650e-04,5.2444771434e-03,0.0000000000e+00,0.0000000000e+00,4.2514183606e-04
241,5.1625107672e-04,5.3502865645e-03,0.0000000000e+00,0.0000000000e+00,4.2514183606e-04
242,3.6781387764e-04,3.7961880778e-03,0.0000000000e+00,0.0000000000e+00,4.2514183606e-04
243,5.8599504585e-04,6.0231612639e-03,0.0000000000e+00,0.0000000000e+00,4.2514183606e-04
244,4.9018738782e-04,5.0177723774e-03,0.0000000000e+00,0.0000000000e+00,4.2514183606e-04
245,4.9013821465e-04,4.9968112477e-03,0.0000000000e+00,0.0000000000e+00,4.2514183606e-04
246,3.9192691307e-04,3.9793509633e-03,0.0000000000e+00,0.0000000000e+00,4.2514183606e-04
247,6.0371720870e-04,6.1049294783e-03,0.0000000000e+00,0.0000000000e+00,4.2514183606e-04
248,5.7800710163e-04,5.8213982871e-03,0.0000000000e+00,0.0000000000e+00,4.2514183606e-04
249,4.4216333465e-04,4.4353812542e-03,0.0000000000e+00,0.0000000000e+00,4.2514183606e-04
250,3.3014913722e-04,3.2985227018e-03,0.0000000000e+00,0.0000000000e+00,6.0669696017e-04
251,5.4998772607e-04,5.4730614489e-03,0.0000000000e+00,0.0000000000e+00,6.0669696017e-04
252,5.6703936757e-04,5.6203768183e-03,0.0000000000e+00,0.0000000000e+00,6.0669696017e-04
253,6.6257772038e-04,6.5414009808e-03,0.0000000000e+00,0.0000000000e+00,6.0669696017e-04
254,4.1428809511e-04,4.0740362568e-03,0.0000000000e+00,0.0000000000e+00,6.0669696017e-04
255,5.5037373665e-04,5.3910746876e-03,0.0000000000e+00,0.0000000000e+00,6.0669696017e-04
256,4.4949389060e-04,4.3857443964e-03,0.0000000000e+00,0.0000000000e+00,6.0669696017e-04
257,5.1715063625e-04,5.0262614793e-03,0.0000000000e+00,0.0000000000e+00,6.0669696017e-04
258,3.7040817720e-04,3.5861102213e-03,0.0000000000e+00,0.0000000000e+00,6.0669696017e-04
259,5.3772612214e-04,5.1859194626e-03,0.0000000000e+00,0.0000000000e+00,6.0669696017e-04
260,5.0781581128e-04,4.8786412022e-03,0.0000000000e+00,0.0000000000e+00,4.7546123942e-04
261,5.7453673118e-04,5.4985084747e-03,0.0000000000e+00,0.0000000000e+00,4.7546123942e-04
262,4.5079226852e-04,4.2977817852e-03,0.0000000000e+00,0.0000000000e+00,4.7546123942e-04
263,8.9057789176e-04,8.4583748705e-03,0.0000000000e+00,0.0000000000e+00,4.7546123942e-04
264,6.9213269929e-04,6.5487403404e-03,0.0000000000e+00,0.0000000000e+00,4.7546123942e-04
265,5.2822944588e-04,4.9790973074e-03,0.0000000000e+00,0.0000000000e+00,4.7546123942e-04
266,3.7392700341e-04,3.5114024858e-03,0.0000000000e+00,0.0000000000e+00,4.7546123942e-04
267,7.9241717269e-04,7.4134363722e-03,0.0000000000e+00,0.0000000000e+00,4.7546123942e-04
